id	lens	category	source	original_evidence	verifier_evidence	historical_confirmed	historical_ifc_rc	historical_lanes_rc	expected_semantics	hazards	current_recheck_needed
r2_fn_O4_nested_compose_becomes_unordered_chain_at_call_widening	functions	overrefusal	src/r2_fn_O4_nested_compose_becomes_unordered_chain_at_call_widening.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2_fn_O4_nested_compose_becomes_unordered_chain_at_call_widening]	verifier/results.json#/r2_fn_O4_nested_compose_becomes_unordered_chain_at_call_widening	True	1	0	ACCEPT the valid program in IFC v2; assess the full-check union separately because existing lanes may still refuse it.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Compare identical non-empty guest outputs and check intended D1 secret-PC rejection controls so precision is not gained by hiding a real flow.
r2_fn_O5_chain_joins_component_labels_into_every_stage_pc	functions	overrefusal	src/r2_fn_O5_chain_joins_component_labels_into_every_stage_pc.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2_fn_O5_chain_joins_component_labels_into_every_stage_pc]	verifier/results.json#/r2_fn_O5_chain_joins_component_labels_into_every_stage_pc	True	1	0	ACCEPT the valid program in IFC v2; assess the full-check union separately because existing lanes may still refuse it.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Compare identical non-empty guest outputs and check intended D1 secret-PC rejection controls so precision is not gained by hiding a real flow.
r2_fn_O6_apply_non_list_argument_runs_callback_under_scalar_content	functions	overrefusal	src/r2_fn_O6_apply_non_list_argument_runs_callback_under_scalar_content.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2_fn_O6_apply_non_list_argument_runs_callback_under_scalar_content]	verifier/results.json#/r2_fn_O6_apply_non_list_argument_runs_callback_under_scalar_content	True	1	0	ACCEPT the valid program in IFC v2; assess the full-check union separately because existing lanes may still refuse it.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Compare identical non-empty guest outputs and check intended D1 secret-PC rejection controls so precision is not gained by hiding a real flow.
r2_fn_O7_recursive_walk_folds_records_at_summary_depth_4	functions	overrefusal	src/r2_fn_O7_recursive_walk_folds_records_at_summary_depth_4.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2_fn_O7_recursive_walk_folds_records_at_summary_depth_4]	verifier/results.json#/r2_fn_O7_recursive_walk_folds_records_at_summary_depth_4	True	1	1	ACCEPT the valid program in IFC v2; assess the full-check union separately because existing lanes may still refuse it.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Compare identical non-empty guest outputs and check intended D1 secret-PC rejection controls so precision is not gained by hiding a real flow.
r2_fn_R1_parser_combinators_on_secret_input_hit_step_budget	functions	robustness	src/r2_fn_R1_parser_combinators_on_secret_input_hit_step_budget.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2_fn_R1_parser_combinators_on_secret_input_hit_step_budget]	verifier/results.json#/r2_fn_R1_parser_combinators_on_secret_input_hit_step_budget	True	1	0	Finish realistic supported analysis within its resource envelope; a bounded named refusal is safety evidence but does not by itself close the reported precision/performance defect.	Crash, resource exhaustion, or analysis-limit probe: disposable guest only, with memory/time/stack caps; do not host-check it.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Run only inside the mandated disposable guest with caps, instrument validation, peak-resource evidence, and the original input; distinguish controlled limit from successful analysis.
r2_fn_R2_mutual_recursion_with_closure_args_42s_then_work_budget	functions	robustness	src/r2_fn_R2_mutual_recursion_with_closure_args_42s_then_work_budget.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2_fn_R2_mutual_recursion_with_closure_args_42s_then_work_budget]	verifier/results.json#/r2_fn_R2_mutual_recursion_with_closure_args_42s_then_work_budget	True	1	0	Finish realistic supported analysis within its resource envelope; a bounded named refusal is safety evidence but does not by itself close the reported precision/performance defect.	Crash, resource exhaustion, or analysis-limit probe: disposable guest only, with memory/time/stack caps; do not host-check it.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Run only inside the mandated disposable guest with caps, instrument validation, peak-resource evidence, and the original input; distinguish controlled limit from successful analysis.
r2p_01_select_ignores_runtime_order	parity	leak	src/r2p_01_select_ignores_runtime_order.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2p_01_select_ignores_runtime_order]	verifier/results.json#/r2p_01_select_ignores_runtime_order	True	0	0	REJECT this unauthorized explicit or implicit flow in IFC v2 and the full Safe-mode checker; runtime twin behavior must be compared only in approved isolation.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Require a direct rejection control and both secret twins in the guest; check the reported sibling mechanisms before declaring the family fixed.
r2p_02_select_equal_maybe_sets_same_shape	parity	leak	src/r2p_02_select_equal_maybe_sets_same_shape.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2p_02_select_equal_maybe_sets_same_shape]	verifier/results.json#/r2p_02_select_equal_maybe_sets_same_shape	True	0	0	REJECT this unauthorized explicit or implicit flow in IFC v2 and the full Safe-mode checker; runtime twin behavior must be compared only in approved isolation.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Require a direct rejection control and both secret twins in the guest; check the reported sibling mechanisms before declaring the family fixed.
r2p_03_set_path_nested_write_marks_missing_key_present	parity	leak	src/r2p_03_set_path_nested_write_marks_missing_key_present.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2p_03_set_path_nested_write_marks_missing_key_present]	verifier/results.json#/r2p_03_set_path_nested_write_marks_missing_key_present	True	0	0	REJECT this unauthorized explicit or implicit flow in IFC v2 and the full Safe-mode checker; runtime twin behavior must be compared only in approved isolation.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Require a direct rejection control and both secret twins in the guest; check the reported sibling mechanisms before declaring the family fixed.
r2p_04_merge_drops_first_map_value_for_maybe_key	parity	leak	src/r2p_04_merge_drops_first_map_value_for_maybe_key.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2p_04_merge_drops_first_map_value_for_maybe_key]	verifier/results.json#/r2p_04_merge_drops_first_map_value_for_maybe_key	True	0	0	REJECT this unauthorized explicit or implicit flow in IFC v2 and the full Safe-mode checker; runtime twin behavior must be compared only in approved isolation.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Require a direct rejection control and both secret twins in the guest; check the reported sibling mechanisms before declaring the family fixed.
r2p_05_remove_by_computed_key_keeps_keys_present	parity	leak	src/r2p_05_remove_by_computed_key_keeps_keys_present.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2p_05_remove_by_computed_key_keeps_keys_present]	verifier/results.json#/r2p_05_remove_by_computed_key_keeps_keys_present	True	0	0	REJECT this unauthorized explicit or implicit flow in IFC v2 and the full Safe-mode checker; runtime twin behavior must be compared only in approved isolation.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Require a direct rejection control and both secret twins in the guest; check the reported sibling mechanisms before declaring the family fixed.
r2p_06_min_by_max_by_callback_args_decided_by_results	parity	leak	src/r2p_06_min_by_max_by_callback_args_decided_by_results.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2p_06_min_by_max_by_callback_args_decided_by_results]	verifier/results.json#/r2p_06_min_by_max_by_callback_args_decided_by_results	True	0	0	REJECT this unauthorized explicit or implicit flow in IFC v2 and the full Safe-mode checker; runtime twin behavior must be compared only in approved isolation.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Require a direct rejection control and both secret twins in the guest; check the reported sibling mechanisms before declaring the family fixed.
r2p_07_stdin_cursor_is_an_unmodelled_store	parity	leak	src/r2p_07_stdin_cursor_is_an_unmodelled_store.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2p_07_stdin_cursor_is_an_unmodelled_store]	verifier/results.json#/r2p_07_stdin_cursor_is_an_unmodelled_store	True	0	0	REJECT this unauthorized explicit or implicit flow in IFC v2 and the full Safe-mode checker; runtime twin behavior must be compared only in approved isolation.	Stdin-consuming witness: use retained verifier stdin exactly; uncontrolled input changes the claim.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Require a direct rejection control and both secret twins in the guest; check the reported sibling mechanisms before declaring the family fixed.
r2p_08_write_file_to_device_path_is_egress	parity	leak	src/r2p_08_write_file_to_device_path_is_egress.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2p_08_write_file_to_device_path_is_egress]	verifier/results.json#/r2p_08_write_file_to_device_path_is_egress	True	0	0	REJECT this unauthorized explicit or implicit flow in IFC v2 and the full Safe-mode checker; runtime twin behavior must be compared only in approved isolation.	Filesystem fixture: inspect exact paths and verifier setup before execution; isolate and supply deterministic fixture files. Special-device output path: never execute on the host; preserve descriptor behavior inside guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Require a direct rejection control and both secret twins in the guest; check the reported sibling mechanisms before declaring the family fixed.
r2p_09_panic_exit_under_secret_pc_not_refused	parity	leak	src/r2p_09_panic_exit_under_secret_pc_not_refused.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2p_09_panic_exit_under_secret_pc_not_refused]	verifier/results.json#/r2p_09_panic_exit_under_secret_pc_not_refused	True	0	0	REJECT this unauthorized explicit or implicit flow in IFC v2 and the full Safe-mode checker; runtime twin behavior must be compared only in approved isolation.	Intentional trap or process-exit witness: disposable guest only; preserve stdout, stderr and exit status.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Require a direct rejection control and both secret twins in the guest; check the reported sibling mechanisms before declaring the family fixed.
r2p_10_try_on_empty_payload_gives_bottom	parity	leak	src/r2p_10_try_on_empty_payload_gives_bottom.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2p_10_try_on_empty_payload_gives_bottom]	verifier/results.json#/r2p_10_try_on_empty_payload_gives_bottom	True	0	0	REJECT this unauthorized explicit or implicit flow in IFC v2 and the full Safe-mode checker; runtime twin behavior must be compared only in approved isolation.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Require a direct rejection control and both secret twins in the guest; check the reported sibling mechanisms before declaring the family fixed.
r2p_11_join_enum_drops_runtime_default_for_short_payload	parity	leak	src/r2p_11_join_enum_drops_runtime_default_for_short_payload.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2p_11_join_enum_drops_runtime_default_for_short_payload]	verifier/results.json#/r2p_11_join_enum_drops_runtime_default_for_short_payload	True	0	0	REJECT this unauthorized explicit or implicit flow in IFC v2 and the full Safe-mode checker; runtime twin behavior must be compared only in approved isolation.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Require a direct rejection control and both secret twins in the guest; check the reported sibling mechanisms before declaring the family fixed.
r2p_12_struct_string_index_ignores_maybe_field	parity	leak	src/r2p_12_struct_string_index_ignores_maybe_field.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2p_12_struct_string_index_ignores_maybe_field]	verifier/results.json#/r2p_12_struct_string_index_ignores_maybe_field	True	0	0	REJECT this unauthorized explicit or implicit flow in IFC v2 and the full Safe-mode checker; runtime twin behavior must be compared only in approved isolation.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Require a direct rejection control and both secret twins in the guest; check the reported sibling mechanisms before declaring the family fixed.
r2p_13_proof_commit_bool_result_modelled_as_argument	parity	leak	src/r2p_13_proof_commit_bool_result_modelled_as_argument.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2p_13_proof_commit_bool_result_modelled_as_argument]	verifier/results.json#/r2p_13_proof_commit_bool_result_modelled_as_argument	True	0	0	REJECT this unauthorized explicit or implicit flow in IFC v2 and the full Safe-mode checker; runtime twin behavior must be compared only in approved isolation.	Proof-runtime parity: native stub behavior is not evidence of zkVM journal behavior.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Require a direct rejection control and both secret twins in the guest; check the reported sibling mechanisms before declaring the family fixed.
r2p_14_remove_trap_message_prints_index_length_key	parity	leak	src/r2p_14_remove_trap_message_prints_index_length_key.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2p_14_remove_trap_message_prints_index_length_key]	verifier/results.json#/r2p_14_remove_trap_message_prints_index_length_key	True	0	0	REJECT this unauthorized explicit or implicit flow in IFC v2 and the full Safe-mode checker; runtime twin behavior must be compared only in approved isolation.	Intentional trap or process-exit witness: disposable guest only; preserve stdout, stderr and exit status.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. After runtime redaction, IFC acceptance can be legitimate only when guest replay proves operand values/counts absent from every trap path and direct secret egress remains refused; test all native/guest runtime siblings.
r2p_15_crypto_trap_messages_print_operands	parity	leak	src/r2p_15_crypto_trap_messages_print_operands.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2p_15_crypto_trap_messages_print_operands]	verifier/results.json#/r2p_15_crypto_trap_messages_print_operands	True	0	0	REJECT this unauthorized explicit or implicit flow in IFC v2 and the full Safe-mode checker; runtime twin behavior must be compared only in approved isolation.	Intentional trap or process-exit witness: disposable guest only; preserve stdout, stderr and exit status.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. After runtime redaction, IFC acceptance can be legitimate only when guest replay proves operand values/counts absent from every trap path and direct secret egress remains refused; test all native/guest runtime siblings.
r2p_16_builtin_value_arity_trap_prints_argument_count	parity	leak	src/r2p_16_builtin_value_arity_trap_prints_argument_count.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2p_16_builtin_value_arity_trap_prints_argument_count]	verifier/results.json#/r2p_16_builtin_value_arity_trap_prints_argument_count	True	0	0	REJECT this unauthorized explicit or implicit flow in IFC v2 and the full Safe-mode checker; runtime twin behavior must be compared only in approved isolation.	Intentional trap or process-exit witness: disposable guest only; preserve stdout, stderr and exit status.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. After runtime redaction, IFC acceptance can be legitimate only when guest replay proves operand values/counts absent from every trap path and direct secret egress remains refused; test all native/guest runtime siblings.
r2p_17_poc_kit_trap_messages_print_operands	parity	leak	src/r2p_17_poc_kit_trap_messages_print_operands.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2p_17_poc_kit_trap_messages_print_operands]	verifier/results.json#/r2p_17_poc_kit_trap_messages_print_operands	True	0	0	REJECT this unauthorized explicit or implicit flow in IFC v2 and the full Safe-mode checker; runtime twin behavior must be compared only in approved isolation.	Intentional trap or process-exit witness: disposable guest only; preserve stdout, stderr and exit status. Exploit-kit-class builtin: mandatory disposable-guest isolation even if the old runtime did not require --allow-research.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. After runtime redaction, IFC acceptance can be legitimate only when guest replay proves operand values/counts absent from every trap path and direct secret egress remains refused; test all native/guest runtime siblings.
r2p_18_bool_int_of_collection_use_content	parity	overrefusal	src/r2p_18_bool_int_of_collection_use_content.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2p_18_bool_int_of_collection_use_content]	verifier/results.json#/r2p_18_bool_int_of_collection_use_content	True	1	0	ACCEPT the valid program in IFC v2; assess the full-check union separately because existing lanes may still refuse it.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Compare identical non-empty guest outputs and check intended D1 secret-PC rejection controls so precision is not gained by hiding a real flow.
r2p_19_files_store_is_global_and_flow_insensitive	parity	overrefusal	src/r2p_19_files_store_is_global_and_flow_insensitive.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=r2p_19_files_store_is_global_and_flow_insensitive]	verifier/results.json#/r2p_19_files_store_is_global_and_flow_insensitive	True	1	0	ACCEPT the valid program in IFC v2; assess the full-check union separately because existing lanes may still refuse it.	Filesystem fixture: inspect exact paths and verifier setup before execution; isolate and supply deterministic fixture files.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Compare identical non-empty guest outputs and check intended D1 secret-PC rejection controls so precision is not gained by hiding a real flow.
ROB-1-nested-summary-fixpoint-precedence-parser	precision	robustness	src/ROB-1-nested-summary-fixpoint-precedence-parser.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=ROB-1-nested-summary-fixpoint-precedence-parser]	verifier/results.json#/ROB-1-nested-summary-fixpoint-precedence-parser	True	1	0	Finish realistic supported analysis within its resource envelope; a bounded named refusal is safety evidence but does not by itself close the reported precision/performance defect.	Crash, resource exhaustion, or analysis-limit probe: disposable guest only, with memory/time/stack caps; do not host-check it.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Run only inside the mandated disposable guest with caps, instrument validation, peak-resource evidence, and the original input; distinguish controlled limit from successful analysis.
ROB-2-oo-evaluator-method-dispatch-limit	precision	robustness	src/ROB-2-oo-evaluator-method-dispatch-limit.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=ROB-2-oo-evaluator-method-dispatch-limit]	verifier/results.json#/ROB-2-oo-evaluator-method-dispatch-limit	True	1	0	Finish realistic supported analysis within its resource envelope; a bounded named refusal is safety evidence but does not by itself close the reported precision/performance defect.	Crash, resource exhaustion, or analysis-limit probe: disposable guest only, with memory/time/stack caps; do not host-check it.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Run only inside the mandated disposable guest with caps, instrument validation, peak-resource evidence, and the original input; distinguish controlled limit from successful analysis.
OR-1-file-store-single-label	precision	overrefusal	src/OR-1-file-store-single-label.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=OR-1-file-store-single-label]	verifier/results.json#/OR-1-file-store-single-label	True	1	0	ACCEPT the valid program in IFC v2; assess the full-check union separately because existing lanes may still refuse it.	Filesystem fixture: inspect exact paths and verifier setup before execution; isolate and supply deterministic fixture files.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Compare identical non-empty guest outputs and check intended D1 secret-PC rejection controls so precision is not gained by hiding a real flow.
OR-2-loop-built-tree-fold-mixes-payload	precision	overrefusal	src/OR-2-loop-built-tree-fold-mixes-payload.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=OR-2-loop-built-tree-fold-mixes-payload]	verifier/results.json#/OR-2-loop-built-tree-fold-mixes-payload	True	1	0	ACCEPT the valid program in IFC v2; assess the full-check union separately because existing lanes may still refuse it.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Compare identical non-empty guest outputs and check intended D1 secret-PC rejection controls so precision is not gained by hiding a real flow.
OR-3-recursion-summary-fold-depth4	precision	overrefusal	src/OR-3-recursion-summary-fold-depth4.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=OR-3-recursion-summary-fold-depth4]	verifier/results.json#/OR-3-recursion-summary-fold-depth4	True	1	0	ACCEPT the valid program in IFC v2; assess the full-check union separately because existing lanes may still refuse it.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Compare identical non-empty guest outputs and check intended D1 secret-PC rejection controls so precision is not gained by hiding a real flow.
OR-4-kind-label-of-secret-scalar	precision	overrefusal	src/OR-4-kind-label-of-secret-scalar.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=OR-4-kind-label-of-secret-scalar]	verifier/results.json#/OR-4-kind-label-of-secret-scalar	True	1	0	ACCEPT the valid program in IFC v2; assess the full-check union separately because existing lanes may still refuse it.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Compare identical non-empty guest outputs and check intended D1 secret-PC rejection controls so precision is not gained by hiding a real flow.
OR-5-container-shape-label-taints-present-key-reads	precision	overrefusal	src/OR-5-container-shape-label-taints-present-key-reads.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=OR-5-container-shape-label-taints-present-key-reads]	verifier/results.json#/OR-5-container-shape-label-taints-present-key-reads	True	1	1	ACCEPT the valid program in IFC v2; assess the full-check union separately because existing lanes may still refuse it.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Compare identical non-empty guest outputs and check intended D1 secret-PC rejection controls so precision is not gained by hiding a real flow.
OR-6-closure-summary-reach-label-merges-pipelines	precision	overrefusal	src/OR-6-closure-summary-reach-label-merges-pipelines.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=OR-6-closure-summary-reach-label-merges-pipelines]	verifier/results.json#/OR-6-closure-summary-reach-label-merges-pipelines	True	1	1	ACCEPT the valid program in IFC v2; assess the full-check union separately because existing lanes may still refuse it.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Compare identical non-empty guest outputs and check intended D1 secret-PC rejection controls so precision is not gained by hiding a real flow.
OR-7-summary-context-after-12-merges-all-secret-rows	precision	overrefusal	src/OR-7-summary-context-after-12-merges-all-secret-rows.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=OR-7-summary-context-after-12-merges-all-secret-rows]	verifier/results.json#/OR-7-summary-context-after-12-merges-all-secret-rows	True	1	1	ACCEPT the valid program in IFC v2; assess the full-check union separately because existing lanes may still refuse it.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Compare identical non-empty guest outputs and check intended D1 secret-PC rejection controls so precision is not gained by hiding a real flow.
OR-8-max-nodes-collapse-merges-map-literal-keys	precision	overrefusal	src/OR-8-max-nodes-collapse-merges-map-literal-keys.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=OR-8-max-nodes-collapse-merges-map-literal-keys]	verifier/results.json#/OR-8-max-nodes-collapse-merges-map-literal-keys	True	1	1	ACCEPT the valid program in IFC v2; assess the full-check union separately because existing lanes may still refuse it.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Compare identical non-empty guest outputs and check intended D1 secret-PC rejection controls so precision is not gained by hiding a real flow.
OR-9-struct-variant-field-order-join-mixes-all-fields	precision	overrefusal	src/OR-9-struct-variant-field-order-join-mixes-all-fields.anb	original/review-ifc2-r2-raw.txt#/result/findings[id=OR-9-struct-variant-field-order-join-mixes-all-fields]	verifier/results.json#/OR-9-struct-variant-field-order-join-mixes-all-fields	True	1	1	ACCEPT the valid program in IFC v2; assess the full-check union separately because existing lanes may still refuse it.	Source appears to be an ordinary Safe-mode semantic probe; still inspect before execution and pin/cap the checker. Runtime differential replay should use a disposable guest.	NOT RECHECKED. Pin the current source/binary; run IFC-only and full check and preserve immediate statuses and diagnostics. Compare identical non-empty guest outputs and check intended D1 secret-PC rejection controls so precision is not gained by hiding a real flow.
